origin_location_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263
232,39.391426,41.701752,37.944033,7.176744,50.781402,25.294444,20.123246,24.073333,24.655556,18.227366,27.802366,13.747011,15.084615,24.900000,23.850000,29.380556,16.231481,32.101432,23.433333,32.985700,33.475000,28.600000,38.851429,27.100000,16.919231,23.466667,49.710700,19.266667,31.860700,42.429509,33.713333,32.300000,13.838095,15.266667,29.083333,20.070000,18.502361,30.860700,32.051811,19.512083,26.592427,20.303704,20.109375,50.788095,7.920000,39.480556,27.316667,24.216667,16.795238,23.946296,30.166667,15.076667,24.516667,19.423958,35.284766,18.500000,30.076432,30.957333,41.889247,20.094033,22.203333,23.858333,29.060700,29.550000,12.550000,11.708333,30.264762,19.804717,29.580000,15.877778,30.616667,33.173148,30.316667,19.890909,21.207843,25.300000,28.971811,28.655263,7.909766,10.997917,38.230556,21.208333,18.012879,52.418095,29.507051,35.844033,9.728261,9.223958,25.116667,17.398069,37.866667,23.713889,15.466667,27.177778,25.638095,27.822917,19.472685,25.472222,59.399242,22.022764,29.816667,27.336806,inf,inf,inf,17.533333,10.730640,32.566667,45.517949,inf,31.026432,12.815000,12.186364,9.734000,26.211111,24.750000,39.710700,41.817333,21.730000,27.530263,19.972222,24.977366,26.138095,24.277366,12.463333,30.064444,26.858333,29.725000,13.730556,25.741003,28.623333,21.247366,21.310078,16.766667,19.383333,32.166667,11.624638,20.755914,32.960700,15.680874,13.871930,24.642262,27.472222,7.907051,17.093750,21.133333,26.000000,5.894033,31.827366,31.977366,25.453704,26.011111,29.975000,42.846609,30.913477,39.976608,19.422917,15.664130,20.983333,21.256250,19.582323,15.335926,22.096667,16.249242,29.023718,29.490959,25.679630,20.710078,31.169608,13.229464,27.883333,42.814762,22.262500,38.591111,27.850000,39.828261,28.812255,25.986667,17.173333,28.577366,20.531481,29.876744,22.538889,38.999000,34.950000,19.408333,46.805144,28.367460,23.393333,26.186667,34.010700,19.766667,19.283333,21.443411,16.316667,21.441255,13.894033,22.716422,inf,36.391667,37.416667,22.448333,26.627366,59.315909,25.527366,37.207292,26.422222,16.280556,8.230808,34.732922,9.925439,25.627366,28.428261,29.890625,14.060700,16.755144,15.249755,17.660700,17.494033,30.200000,26.127778,31.344033,14.994444,8.929630,21.159722,12.963333,29.151744,26.109375,14.237356,24.800613,11.855637,0.000000,14.363333,15.843023,26.146667,20.949823,19.286905,25.757051,25.279630,33.357971,33.379798,29.247222,25.890000,23.836275,41.123718,22.591667,26.341111,26.293411,13.893275,30.155263,34.153333,18.597222,24.294444,32.327778,12.001550,7.512255,17.250000,25.277366,36.001432,12.908333,10.834762,17.357333,17.384946
233,43.263932,48.321053,34.296667,10.918162,46.072209,27.957649,18.011869,18.500000,25.178759,27.054944,33.234829,14.396538,17.701290,27.563204,21.716667,31.669048,25.875000,30.469444,26.890228,22.250000,35.533333,36.396538,41.541053,22.727652,22.360667,29.801496,44.253759,15.302728,36.536347,43.405495,19.350000,26.519681,20.537302,20.941667,36.383333,29.447619,21.914286,34.152728,35.814286,23.085616,21.709804,18.512798,15.076320,49.779385,16.860119,31.861111,19.844444,14.550701,26.085616,17.764362,30.800000,22.638133,28.805882,22.985616,37.338758,17.883333,30.965972,22.016667,42.543866,28.921611,32.277619,32.458333,32.807720,30.166667,17.365657,20.349383,26.822222,15.741900,15.216667,19.183333,41.066667,41.441577,26.300000,16.236164,15.607788,36.642694,34.584234,22.805542,9.963758,18.606944,36.836061,20.674306,23.621764,58.254385,34.050000,42.079117,15.476971,12.785616,29.518162,13.893998,42.266667,27.866667,20.556895,18.233333,24.712222,27.395370,24.288342,27.784234,52.488829,12.362279,30.683333,23.129871,inf,inf,inf,26.940657,7.448489,35.229871,48.134624,inf,26.750000,14.726950,13.771649,14.209936,28.874315,17.483333,42.300000,43.803014,7.366667,21.680542,24.128759,30.381053,32.837302,33.104944,19.932080,15.850000,24.155556,21.733333,23.425000,29.536061,24.659395,27.866667,25.051496,20.223561,21.279871,22.066667,5.096538,21.410533,32.563204,9.246051,8.022209,16.164659,18.166667,16.551824,11.784234,14.097475,21.307720,14.721611,36.879871,36.653014,22.329114,22.752000,27.272222,42.462718,39.137093,43.887748,19.781032,20.443535,21.752093,20.828704,9.042867,6.124387,11.906435,9.338829,37.668491,24.679108,23.433333,18.225000,22.841667,5.820426,28.533333,39.372222,22.608333,25.516667,23.886061,45.180061,33.519841,33.670635,18.505882,33.653759,29.804800,20.966667,29.250000,33.551970,28.466667,13.199628,55.632722,34.929762,25.766667,30.133333,24.666667,19.178759,17.516667,18.958333,26.018950,22.619395,22.721611,28.959681,inf,30.469444,39.716667,17.733333,32.862450,52.405495,32.602728,37.096538,26.411061,25.975000,14.044889,35.283333,17.038596,22.083333,24.346667,33.452283,22.888277,25.582722,23.169048,26.488277,26.321611,27.920833,28.790982,40.171611,19.000000,8.471467,28.658333,14.190909,27.588889,25.866667,5.003014,12.934807,19.619744,11.342694,0.000000,10.925592,11.783333,13.809505,9.981717,20.901742,19.167497,26.829871,23.566667,25.600000,23.480542,21.666667,35.616667,17.870999,11.977778,23.772209,17.804415,24.305542,40.350000,24.250000,27.600000,23.233333,21.366694,18.854949,27.700000,31.657576,26.566667,20.321212,16.674910,11.910304,10.919395
234,37.395411,43.500000,37.793145,12.287973,39.113416,28.907371,23.344801,23.593786,26.411111,25.739684,26.083333,17.147013,17.762214,29.404037,27.416667,33.150000,27.858135,33.618829,27.000000,32.748521,41.439684,30.796667,45.130346,25.130114,21.872947,31.171306,45.834740,22.833333,34.026478,40.693145,22.554028,34.854185,21.402500,25.607371,39.669336,31.301587,30.969697,32.700000,39.564129,22.354167,26.004525,26.352451,18.668607,50.536585,15.416551,37.610452,30.342966,14.256928,25.354167,14.547442,38.693829,22.475997,28.533271,22.254167,36.802162,27.590000,31.593829,32.515188,36.213004,27.606351,34.020333,32.782573,34.477119,32.376478,19.917580,20.858135,30.449085,8.413004,25.715188,23.574037,40.443786,37.495381,33.883333,24.152399,21.672096,37.942462,36.484129,31.424408,9.427162,25.639203,39.413594,25.176667,16.883333,59.089005,33.007371,42.188889,17.271366,18.017187,30.887973,5.730082,37.480082,27.280556,19.033333,28.731855,26.558333,29.247778,24.137393,27.744444,49.776478,9.207961,33.383333,25.880346,inf,inf,inf,26.939744,6.127119,29.091667,48.195548,inf,27.657961,22.624656,5.533271,7.749085,29.824037,27.981855,47.223018,39.832418,17.865188,27.783333,21.727778,32.489684,32.708333,31.789684,10.518336,26.348521,30.219963,26.825000,23.047917,26.633333,25.416667,28.759684,26.421306,20.333333,20.183333,32.565188,7.847013,24.322581,35.313679,18.301714,16.641075,18.276049,18.843283,11.407371,17.633594,20.878922,26.322103,13.406351,35.241667,31.650000,23.489573,25.461538,33.336630,50.358927,38.425795,33.986002,21.362013,9.932230,24.502568,22.681111,10.968146,11.138770,14.466600,6.626478,32.524037,25.136944,25.059331,23.342664,30.527119,7.401407,31.450000,42.963416,25.829167,35.643786,29.633333,47.371366,38.437500,33.483218,25.372581,33.993786,28.817608,28.944444,31.856250,37.580776,31.061111,7.193342,54.317462,34.988400,29.113679,31.257418,34.848611,20.759740,23.509520,24.075997,25.287500,23.038230,21.406351,29.025397,inf,31.577083,45.833333,24.902632,32.972222,49.693145,33.039684,33.416667,31.617025,25.597917,16.827580,39.666667,10.465907,26.996749,31.050000,37.830346,21.573018,24.267462,24.629078,25.173018,25.006351,32.528924,29.740704,38.856351,24.093786,8.309331,31.462013,23.347701,29.296749,29.773892,13.337518,12.687424,13.840831,15.393871,10.498521,0.000000,22.281855,19.733886,15.891431,22.209645,20.845569,29.580346,30.396749,28.804028,27.695528,27.899495,44.624037,10.604028,22.476299,31.219336,7.902669,32.924408,35.933333,24.316667,31.990704,33.287518,25.967460,22.906126,27.960003,32.789684,30.537361,22.603333,17.505671,20.290429,18.883408
235,50.883694,50.403053,31.316667,40.455556,60.800000,50.061111,29.174287,25.566667,32.322222,28.840000,53.950000,39.660417,38.485181,49.666667,31.516667,37.250000,36.844444,25.977778,31.100000,19.033333,47.094444,48.372222,58.600000,18.266667,43.396667,55.427778,58.133333,26.933333,45.077778,50.716667,31.872222,30.358333,37.244444,40.195370,46.650000,38.325000,40.066667,43.751282,39.380000,42.794444,25.333712,25.194444,29.708611,64.883333,42.477073,33.511111,16.691667,19.233333,42.327629,24.978166,31.344444,41.211111,32.554710,44.219444,44.150000,30.049867,29.513333,36.744444,38.133333,19.558333,46.044444,44.624867,37.483333,42.333200,40.493333,37.733333,51.956198,25.743060,16.866667,23.677505,54.468889,52.333333,35.850980,22.366667,21.475000,37.758333,34.000000,21.130556,38.720141,34.215369,31.291667,26.333333,29.341460,73.111111,50.175000,46.288889,35.641667,40.026825,47.323200,28.457147,45.363333,31.380556,23.133333,8.033333,31.742843,36.777083,40.633333,33.138889,73.313979,27.178451,37.483333,39.612434,inf,inf,inf,43.411111,34.550845,42.388889,57.350000,inf,45.628451,32.877778,35.360755,37.045147,50.977778,19.133333,48.133333,47.850000,9.016667,27.766667,27.638889,39.190741,45.991667,32.700000,35.087823,23.766667,18.827778,14.133333,25.841667,37.293704,36.015152,29.948667,47.986111,24.433333,27.050000,10.283333,33.907353,17.000000,43.950738,28.341667,29.766667,25.443331,25.981020,40.728690,35.161111,32.873611,19.233333,40.575000,50.066667,44.933333,22.306198,24.402000,21.944444,51.547909,38.241667,53.970838,31.839340,30.703468,14.216667,31.111111,28.115820,26.150000,26.675515,30.163979,44.866667,23.051585,22.666667,20.641667,12.641667,31.556391,33.301339,64.506198,29.929167,25.408333,35.516667,60.083333,42.608333,46.825000,27.857618,37.000000,40.111111,19.883333,22.891667,29.583333,28.500000,27.769636,54.133333,49.377644,37.933200,47.438889,39.400000,27.433333,32.533333,21.375000,45.744444,33.600467,30.533333,38.994444,inf,26.372222,49.566667,33.132618,37.072222,73.230646,36.140000,59.433333,24.294444,16.633333,41.175809,42.061111,38.078372,11.216667,21.366667,53.833333,30.700000,24.083333,37.733333,34.233333,34.066667,16.922222,50.894444,43.550000,22.741667,36.545238,41.150000,31.467677,50.245833,42.650000,31.776096,26.504393,38.839646,37.294444,32.326119,32.031970,0.000000,27.897092,31.111174,24.072673,27.092313,17.883333,18.100000,25.966667,18.416667,17.400000,63.141667,26.312711,13.627778,31.513889,31.734492,18.466667,60.995118,18.950000,32.094172,23.550000,35.563362,36.184791,46.419444,41.166667,15.883333,24.377778,41.846779,27.983333,27.874049
236,45.450863,43.477181,27.087533,19.853462,46.760337,35.156321,22.662811,19.480247,23.511876,21.914129,42.170128,21.595210,25.906209,34.761876,23.599376,27.911876,32.087060,30.423595,21.549376,25.480247,40.168573,41.257710,43.054200,11.340795,28.003053,38.428543,51.207462,9.961876,38.151907,44.204938,27.051876,27.884683,29.563027,31.161876,38.273595,29.803543,29.988172,28.811876,32.454129,26.578543,10.948293,14.621423,8.057554,51.236713,24.497171,34.835337,24.911876,17.454783,29.578543,17.833925,24.127778,26.107843,27.466043,26.478543,37.224129,19.495210,33.018624,18.266667,40.964121,25.318017,37.486914,33.880247,30.557462,30.345210,24.708581,26.780058,40.193642,22.571032,19.775000,18.290262,35.394444,42.757554,30.066043,9.056929,5.670866,30.832462,29.374129,22.909755,22.128514,22.483727,31.495210,24.255949,24.199376,59.711713,40.424692,36.738265,22.849222,21.797751,34.908025,24.066540,38.437462,23.463265,15.216043,26.526422,22.733305,24.772616,29.578543,25.221599,61.908044,21.838082,27.932710,27.278543,inf,inf,inf,31.500000,20.017056,35.463018,56.339542,inf,39.450422,25.960078,24.089343,25.460451,36.072988,20.190995,41.207462,49.954783,18.520635,22.368671,19.721599,27.130247,37.761876,25.774129,28.394136,21.445866,21.883119,23.964960,21.205932,24.195210,19.318543,23.022795,31.391667,14.882710,17.071136,27.419019,17.360214,20.505290,37.024866,10.703380,8.710337,11.683796,14.243386,26.627498,19.935569,19.572894,21.205247,23.506838,43.140795,37.549376,10.543642,18.059677,24.999786,43.920046,31.315795,50.798810,16.372616,28.076407,20.844720,18.205949,13.683755,12.624305,12.401756,18.758044,37.940795,13.762269,20.074221,16.005932,24.347616,17.180960,26.428543,52.743642,20.811876,24.416667,18.545210,52.949222,38.311876,38.595210,21.637597,30.074129,36.074839,24.823595,28.673595,28.855247,25.154200,22.604012,47.207462,38.822988,27.378543,35.053380,34.761876,19.516043,20.498148,14.323595,29.511876,17.278543,20.982710,28.347616,inf,24.882407,42.640795,22.794928,27.521599,61.824711,27.261876,45.907638,21.070210,23.755932,22.016905,35.135240,28.645885,24.480952,24.416667,42.464418,21.149376,17.157462,28.792060,20.057554,24.582710,25.245818,35.989654,38.287081,15.690262,18.591530,26.472616,20.674570,35.205210,33.464103,13.853948,17.270839,28.759872,18.720447,15.799680,21.458472,22.937302,0.000000,7.919736,8.605949,8.518017,24.970866,22.545818,25.292747,24.000167,21.023656,51.416347,22.720573,19.599755,21.318017,27.315046,22.743333,49.032556,24.553543,26.706929,24.583333,26.372616,26.232702,31.308333,31.616043,25.233333,21.029151,24.882862,7.213581,5.578543
237,43.261303,47.399380,30.016667,18.613964,44.180521,35.670194,16.805409,21.961741,25.159713,25.836328,40.930631,22.109083,25.792968,35.275749,25.247213,29.559713,30.004851,32.189483,23.197213,27.961741,39.066667,35.575000,42.890733,15.262994,27.902963,37.497297,49.453212,11.609713,40.045750,47.193691,27.233333,25.316667,26.698054,29.134428,40.343046,30.746667,29.871413,30.459713,36.376328,28.058730,15.523933,17.588319,8.452937,48.534083,24.912500,32.255521,26.559713,13.497360,31.226379,14.509634,28.333333,28.263768,27.506280,28.126379,40.797187,21.143046,34.666460,23.295074,43.286460,28.022461,35.488854,35.718046,34.157399,31.993046,25.111290,28.304050,37.341784,19.318932,23.438542,21.687500,42.312448,43.152937,31.713879,12.796127,9.779621,34.754661,33.296328,20.913854,18.841358,26.763079,28.516667,25.674000,24.948620,57.009083,37.916667,38.386101,22.713787,21.469577,37.213964,18.757970,42.359661,25.111101,16.863879,24.933333,24.381141,28.287490,28.741111,26.869435,56.277024,15.636696,29.580546,28.926379,inf,inf,inf,33.025397,14.550838,34.332979,54.974066,inf,34.086696,20.232483,18.958053,21.096426,36.586860,22.283923,45.129661,45.474066,17.886229,19.788854,21.369435,29.611741,36.725000,29.696328,24.663566,24.407979,24.713713,23.716667,24.170833,25.843046,20.966379,26.944994,32.747297,16.530546,18.718972,29.066855,13.740326,22.153127,38.291667,8.000749,6.130521,9.301094,12.295038,24.191977,15.004746,13.511742,20.050000,22.444740,41.122222,39.197213,15.110855,19.901741,27.830379,41.217416,35.237994,47.546709,20.820291,24.879412,21.919410,21.720824,8.771108,7.474066,8.216312,13.127024,40.853233,18.463738,20.469604,19.713490,24.450000,11.019879,28.076379,49.891784,22.459713,31.334670,20.193046,52.813787,39.959713,37.558333,17.206280,33.996328,34.511742,25.463854,24.608333,31.336741,27.293046,17.528063,51.129661,37.813854,29.026379,32.350749,34.524066,21.163879,13.206667,17.170833,30.997972,18.926379,22.630546,29.091667,inf,28.895833,46.562994,18.718627,29.169435,56.193691,28.909713,40.757399,22.718046,18.350000,22.362893,39.057439,23.686566,22.222222,26.650000,40.924066,22.797213,21.079661,27.022075,20.452937,26.230546,27.973148,36.503527,40.080546,18.537500,16.646093,30.920291,15.863184,34.919879,34.040278,8.512416,12.544687,26.336416,18.387731,10.519562,15.711420,22.302895,6.918004,0.000000,13.053624,11.222461,28.011705,24.311705,27.774241,21.588854,24.611264,46.136229,19.385597,22.497340,21.880521,22.326649,22.413854,47.036546,20.666667,30.104167,26.758333,26.523810,25.899986,30.069697,32.402778,28.350630,19.844074,23.925463,9.695074,7.226379
238,40.271368,37.429559,30.076506,24.950000,53.032215,37.087617,20.573246,25.787784,24.388889,15.866506,42.559840,27.149973,25.034466,36.693173,23.583333,26.383333,23.481111,22.075000,21.533333,24.608333,34.120951,35.398728,46.630332,5.293173,28.731111,43.833333,45.159840,15.516640,32.104284,38.157316,25.442385,24.459052,22.544444,24.416667,35.976506,25.438889,21.382222,33.295883,26.406506,29.566667,9.599043,14.976835,8.008418,56.950000,25.787083,38.843333,21.100000,13.018315,29.131111,12.098767,32.906298,28.186111,24.800000,29.466667,31.176506,16.183333,25.941667,27.045187,34.294531,20.933333,31.745556,30.758333,24.509840,28.466667,27.943162,27.600000,34.540856,17.087854,22.760000,21.574190,40.519444,39.359840,30.050000,13.398806,9.246999,24.784840,23.326506,19.277778,23.416667,13.877778,30.301994,15.650000,18.462879,62.091667,36.583333,36.683333,24.666667,24.210976,33.456667,20.736688,32.389840,23.447222,15.200000,22.925000,23.491667,16.166667,27.627778,23.383333,64.333333,17.489792,27.916667,29.636111,inf,inf,inf,30.361111,23.648489,29.415395,55.018315,inf,35.939792,22.127778,24.083333,27.333333,38.004284,13.645792,35.159840,45.518315,19.295833,18.927778,19.705556,25.816667,33.018173,19.726506,25.752469,22.197222,15.998397,16.930952,24.057523,24.320210,24.873307,16.975173,36.966667,14.866667,19.116667,25.286111,19.033333,20.489247,30.977244,17.996682,14.982215,8.314087,8.943431,29.269048,18.483333,21.854167,25.240856,25.013333,37.093173,31.959840,4.890856,10.918661,19.115064,38.574415,25.268173,45.315632,7.766667,22.006042,21.704444,9.600000,16.848508,18.706272,13.496647,21.183333,31.893173,7.092679,20.025085,19.454583,15.741667,18.516667,27.616667,47.090856,21.995833,22.441667,24.099973,54.766667,31.550000,33.851506,20.315710,24.026506,29.091667,21.475719,29.850000,34.590856,26.566667,19.278310,41.159840,35.511111,24.066667,36.419444,33.066667,19.500000,18.966667,17.057523,30.160098,22.833307,14.733333,19.741667,inf,19.072024,36.593173,25.590710,27.466667,64.250000,23.166506,50.649215,25.563666,23.716667,19.666667,29.087617,28.375980,29.095833,26.795792,44.877642,14.900000,11.109840,20.186111,18.500000,18.333333,18.724000,37.920951,32.183333,18.424190,24.671467,17.866667,16.611111,34.161111,34.716667,19.378249,14.710190,27.798148,25.171528,16.200000,23.797986,17.879167,8.778520,13.457750,0.000000,5.092385,23.541667,20.960098,29.566667,16.514363,13.421720,51.816667,15.624215,18.960000,17.892385,24.201984,20.777778,50.850000,24.537500,29.990856,30.147598,17.766667,21.337582,27.152778,26.116667,23.700000,13.358333,25.177407,13.521117,11.133307
239,36.932847,39.529099,30.091667,22.275157,50.550960,39.187157,23.944575,25.061249,26.692713,17.966046,43.572653,26.338232,25.197753,38.792713,28.705605,31.505605,28.603383,26.182676,26.655605,24.655556,36.220490,37.498268,46.655986,7.392713,33.461969,41.158491,47.259379,15.420793,34.203824,40.256855,20.350000,19.366667,27.666716,25.663927,38.076046,30.561161,26.504494,34.270793,28.506046,32.037460,11.799467,16.744112,7.865974,56.201424,29.956087,36.833333,20.300000,10.131863,34.253383,10.022653,33.155845,33.308383,26.350000,31.937460,33.276046,21.305605,31.063939,26.394583,36.850504,16.800000,36.867827,35.880605,26.609379,33.588939,30.289583,30.371565,36.482929,15.024707,23.833333,23.516262,43.594935,41.459379,35.172272,16.043906,12.257040,26.884379,25.426046,20.866667,26.098002,19.000050,31.266667,20.772272,23.585151,64.676424,41.705605,40.410326,28.088798,27.630757,38.578939,19.217734,34.489379,28.569494,20.322272,21.106667,28.192222,21.288939,32.750050,28.505605,62.229873,15.615541,33.038939,32.737460,inf,inf,inf,35.483383,22.697222,31.514935,52.131863,inf,34.065541,27.250050,25.498479,26.512081,40.103824,15.637056,37.259379,42.631863,20.204762,20.054898,24.827827,30.938939,35.117713,21.826046,25.260386,26.200000,17.301515,19.944444,25.999595,26.419750,24.777460,19.074713,36.408491,19.988939,22.530052,24.372222,22.132938,25.611519,33.076784,15.668091,12.500960,5.830593,6.288232,30.302231,20.948936,20.196667,26.786249,27.857713,39.192713,34.059379,6.832929,13.025194,20.418182,40.673955,27.367713,43.252485,12.888939,20.935806,26.170389,14.722272,14.641188,16.039365,10.465867,19.079873,33.992713,9.648652,19.882640,23.524571,20.863939,19.586401,31.887460,49.032929,26.270793,23.975000,24.004126,57.963927,36.659379,35.951046,22.516133,26.126046,34.213939,16.383333,30.250000,33.055986,31.104126,16.900411,43.259379,38.782713,29.188939,40.018091,36.986416,24.622272,20.345833,18.999595,27.504898,22.737460,19.855605,24.863939,inf,20.125000,38.692713,27.035528,32.588939,62.146540,25.266046,49.227557,26.529126,26.813927,24.788939,31.187157,27.588251,28.055986,23.733333,44.731863,20.022272,13.209379,25.308383,19.865974,23.455605,17.738172,40.020490,34.338998,20.366262,23.899758,22.988939,21.733383,39.283383,37.141262,16.706092,12.367283,25.145762,25.020952,18.664293,21.823686,23.001439,9.028067,10.983697,5.122272,0.000000,22.004898,18.304898,26.600000,18.239330,15.588475,53.357854,14.202557,19.760256,12.800000,22.384091,22.366667,49.432208,25.841667,31.932929,27.492398,22.888939,26.459854,32.275050,31.238939,22.896565,18.480605,30.299679,12.794583,11.037460
240,66.277907,63.939386,47.888333,36.408667,64.973545,51.119444,39.299123,36.925000,39.475000,41.279167,58.725333,37.558333,43.184122,50.725000,39.562500,43.875000,49.583333,50.500930,37.512500,44.472895,62.818056,57.220833,64.653924,34.251904,43.966176,54.391667,72.245833,25.925000,60.801389,64.667143,43.015000,45.808333,46.382018,47.125000,54.658333,45.766667,48.979167,44.775000,55.103611,42.541667,33.538312,35.644109,31.125132,69.460395,40.460294,53.048545,40.875000,39.430830,45.541667,35.716667,50.765317,45.875000,43.429167,42.441667,58.779167,35.458333,48.981747,39.806228,57.601747,43.145833,53.547917,50.033333,51.595833,46.308333,43.701228,42.743182,57.791667,43.881434,41.091049,37.091667,57.908333,61.425000,46.029167,29.134263,27.270590,50.295833,52.023611,41.706878,38.209117,43.352778,47.458333,44.652061,40.162500,77.935395,58.248333,52.701389,40.191374,38.837456,52.731667,43.221599,56.416667,39.426389,31.179167,43.316667,38.696429,42.602778,45.541667,41.184722,83.568711,42.198882,43.895833,43.241667,inf,inf,inf,47.508333,37.017261,58.112500,73.617455,inf,59.347604,43.031209,43.741646,44.800094,52.036111,41.229211,62.762500,67.318414,39.808333,38.508333,35.684722,46.122895,53.725000,47.329167,45.236207,41.683333,39.029000,41.895667,39.228778,40.158333,35.281667,43.485000,50.542000,30.845833,33.034259,43.382143,34.673146,36.468414,55.825000,28.927062,26.923545,34.968774,37.225201,44.781293,35.962319,36.516176,40.197895,39.684439,64.695833,53.512500,33.424587,39.408077,42.145667,62.143728,53.965278,72.109212,37.408333,47.591961,36.807843,36.036111,36.649515,34.071514,35.454432,40.418711,60.158333,37.074675,41.395833,34.028778,46.390590,36.303546,42.391667,70.341667,36.775000,49.184263,34.508333,70.291374,54.275000,54.558333,38.761842,51.112500,52.037963,44.900930,46.800000,11.700000,41.608333,43.032801,69.856944,54.786111,43.341667,53.183333,50.725000,35.479167,37.989815,32.575000,45.475000,33.241667,36.945833,46.177778,inf,48.439818,62.412500,41.458113,43.484722,83.485377,43.225000,66.673146,37.033333,40.541667,40.248649,57.784722,46.115000,45.314561,41.200641,59.358333,37.112500,39.806944,45.558333,40.712500,40.545833,45.323152,51.952778,54.395833,33.941667,35.185679,47.508333,37.608810,51.168333,50.638194,30.876587,39.453246,45.340737,39.453417,32.597604,40.892906,43.508333,26.637539,30.030744,32.306505,32.380970,0.000000,42.623152,44.285395,40.264484,41.137022,68.214271,41.196294,38.183730,41.388725,46.446309,43.206878,65.475000,40.516667,45.508333,48.025000,45.395833,43.808333,51.080556,47.579167,44.861784,37.116667,41.815769,26.206228,21.541667
241,48.855000,58.336726,28.758333,42.314573,66.346667,56.959921,28.175000,35.475000,43.138889,36.773673,58.500000,44.056321,42.224900,56.565476,41.400000,42.933333,47.155000,7.877778,41.916667,23.858333,55.028118,56.305896,61.583333,26.200340,50.083333,60.889654,66.067007,32.422988,53.011451,59.064483,24.616667,29.041667,47.166667,50.726754,46.194444,49.141667,46.004444,51.125000,47.313673,49.039654,27.305449,23.616667,30.518665,73.697824,43.366667,41.100000,27.508333,30.050000,49.761111,24.950000,28.283333,46.391667,43.371377,48.939654,52.083673,33.716667,40.330000,29.694444,48.950000,30.375000,43.200000,48.291667,45.417007,36.900000,45.650000,44.583333,57.376389,33.114767,21.600000,34.393137,57.855556,55.834444,46.667647,26.083333,28.131978,45.692007,44.233673,19.813889,38.858333,38.500000,26.841667,31.233333,35.607407,82.172824,55.500000,57.105556,43.761111,44.258862,50.990000,36.157132,53.297007,42.197222,33.950000,18.508333,41.970833,42.577778,45.158333,43.058333,76.411111,34.866190,48.300000,46.541667,inf,inf,inf,51.983333,37.050000,50.322562,68.166667,inf,53.316190,43.694444,41.275346,44.308396,57.876587,21.357716,56.067007,58.666667,18.477778,29.991049,38.455556,48.583333,51.400000,40.633673,41.238515,30.716667,22.680556,24.950000,27.283333,45.227377,41.779654,37.882340,53.270833,35.250000,37.866667,14.136111,38.807353,27.816667,51.621667,33.164491,31.171448,30.893420,29.800000,46.687851,37.423649,34.484697,25.944444,40.416667,58.000340,52.867007,27.726389,19.233333,16.045833,59.481583,46.175340,61.342545,37.248560,36.825294,23.941667,36.011111,35.744263,31.050000,32.582889,33.261111,52.800340,22.950000,27.408333,30.510000,11.325000,37.425000,44.118006,69.926389,37.742708,14.208333,41.006321,70.900000,48.516667,52.233333,35.433333,44.933673,50.927778,25.397222,31.011111,28.783333,17.694444,35.178221,62.067007,53.044444,41.600000,55.800000,43.071667,38.250000,33.451337,31.243333,50.083333,39.591667,41.144444,46.152778,inf,19.116667,57.500340,39.561667,47.888889,76.327778,44.073673,63.583333,35.111111,27.450000,44.478016,49.994785,40.955000,22.033333,26.077778,64.500000,41.311111,32.017007,38.391667,42.518665,44.744444,9.666667,57.793254,53.146626,32.610000,40.261905,45.241667,38.138333,55.691667,52.831667,35.920750,32.974756,41.282778,40.766667,35.288333,38.709953,10.816667,22.461111,27.408333,29.481893,30.399048,17.083333,0.000000,30.866667,21.516667,15.271667,70.905000,28.558333,22.491667,30.197222,39.093614,21.313889,67.150000,28.186111,42.809804,27.491667,45.963636,42.350000,51.775000,47.475000,15.083333,35.194444,46.331685,29.674692,28.039654
