origin_location_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263
69,54.634444,52.901886,27.470833,31.462222,62.225000,44.595425,23.050862,28.300000,29.330556,30.241667,50.737269,31.166667,31.039724,44.200980,28.525000,32.291667,33.330556,15.608333,26.475000,22.127778,51.780556,49.466667,51.641667,24.197526,38.348667,49.353935,57.991667,23.941667,49.763889,53.450000,31.422222,23.250000,33.730556,41.408333,42.590000,35.333333,37.346111,38.415000,44.066111,33.616667,19.480390,13.191667,22.696984,61.658333,32.646743,31.738889,19.722222,30.894444,36.616667,27.744444,34.554167,36.425000,32.391667,33.516667,47.741667,28.698333,32.246667,29.406667,40.866667,27.886111,42.530556,43.273333,37.341667,38.475000,32.940000,36.570408,47.349724,34.056890,0.000000,18.675000,53.461905,50.272222,34.761111,13.373333,14.258333,39.258333,40.986111,23.576389,34.138781,29.841667,31.133333,26.102778,25.968434,69.597222,45.075000,41.663889,27.753935,23.316667,45.971667,32.041883,50.049444,27.358333,20.141667,18.111111,30.313095,36.175000,33.416667,28.525000,67.816667,32.619971,32.858333,36.881667,inf,inf,inf,38.583333,31.895297,47.075000,60.083333,inf,49.100000,33.855556,32.680902,35.713952,45.512092,17.361111,51.725000,50.583333,7.244444,23.450000,24.647222,35.462500,43.533333,36.291667,35.608602,28.425000,15.183333,18.050000,18.625000,33.308333,29.775000,32.447500,44.472222,19.808333,24.058333,21.866667,28.934086,19.733333,31.083333,21.125000,24.175000,28.614617,30.933333,35.566190,30.631250,26.758333,10.450000,29.991667,53.658333,42.475000,22.465118,22.119737,18.300000,54.046742,42.927778,61.008333,29.718056,37.713428,12.787500,29.608333,23.333333,26.458333,30.614189,24.666667,45.290000,21.750000,8.704167,13.425000,15.087500,30.217000,32.558333,59.899724,26.937500,24.380556,32.525000,55.711111,39.858333,44.366667,22.864815,40.075000,36.597222,20.844444,25.450000,38.383333,25.425000,31.762176,58.819444,48.026111,36.581667,43.925000,29.900000,24.441667,25.316667,14.158333,36.550000,26.881667,25.908333,35.480556,inf,24.716667,51.375000,28.139815,32.447222,67.733333,37.541667,51.300000,27.027778,21.175000,29.325725,46.747222,35.798333,22.188889,19.887500,43.983333,26.075000,28.769444,31.341667,29.675000,29.508333,23.758333,45.428758,43.358333,15.525000,27.551905,38.191667,29.554889,47.254167,39.658333,27.242516,30.622222,32.868618,30.212222,27.497143,30.115509,11.661111,20.680425,25.469992,22.134202,25.510021,26.683333,23.266667,26.275000,22.020833,21.544444,62.050000,32.250000,11.855556,31.266667,35.115000,25.076389,53.937269,21.995833,27.091667,25.394444,34.758333,31.891667,40.095238,36.541667,24.683333,20.863889,29.171405,20.191667,20.508463
70,44.215222,47.079108,22.733333,23.096667,58.244447,36.329167,11.623457,14.209538,19.420833,24.120000,45.413333,29.430924,30.878333,35.934722,15.216667,20.315625,25.487315,20.350000,20.652222,26.438889,39.100000,38.138889,50.287315,24.083761,28.144935,41.142083,45.420513,16.516667,36.050000,39.359538,25.792871,20.162500,24.242090,24.665226,34.096296,23.940000,24.671905,26.350000,34.400000,28.958462,19.224775,17.476793,24.711053,54.466667,27.371053,30.671204,23.579167,18.969548,24.145745,13.653982,23.671667,24.523045,14.811111,28.889712,33.916667,11.868750,18.156204,18.716667,26.776204,22.480556,30.050417,26.443750,24.770513,24.152083,28.474444,23.285417,38.426667,21.818749,21.663333,0.000000,43.021429,39.871212,16.086111,14.652542,16.272401,32.556876,34.593946,26.075000,24.829675,17.167460,28.360000,15.203086,14.907576,61.753982,34.658750,34.741667,28.959206,29.584058,29.142083,24.861114,43.775833,8.683333,12.716667,21.885556,15.213433,19.500000,24.944907,17.310256,67.780054,23.570172,25.833333,22.283333,inf,inf,inf,30.135417,22.215344,32.183333,45.992871,inf,42.020172,16.189712,27.012982,27.039015,37.245833,20.307516,37.900000,36.492871,24.982656,26.428056,16.671795,27.833612,35.758333,22.466667,30.479869,14.186667,21.573684,21.191667,10.304651,22.056863,21.291026,26.624722,34.989712,13.985556,14.586111,22.898333,20.130924,5.642871,26.716667,19.920480,21.421930,19.597402,19.182734,26.180682,17.993519,17.933154,16.875000,24.815023,39.833333,34.700000,24.479186,20.718889,24.690351,48.223965,36.654167,46.258333,12.820000,25.529276,18.816667,14.653333,24.448245,23.342918,21.286871,24.630054,38.762411,23.876268,22.933333,17.191026,20.458333,21.041163,15.882292,50.976667,12.866667,22.713333,20.426190,48.726204,30.685417,36.591667,10.484058,24.287179,28.753982,20.870000,17.891667,34.525000,23.700000,23.882203,52.545833,31.196528,19.752083,33.795745,26.490741,14.455556,16.899794,17.924359,29.056379,14.816667,19.786667,22.680357,inf,25.670238,38.072222,15.759058,26.624444,67.696720,27.662963,46.133333,12.937315,12.854651,24.720000,40.473611,31.979313,14.966667,16.930303,44.568056,19.953333,22.495833,21.840123,23.553333,23.386667,27.802222,37.162500,35.359538,9.702222,22.926190,22.920000,14.603268,35.139712,32.233333,22.465359,21.678738,31.390123,22.438596,20.980952,24.239394,20.869444,20.012554,24.884896,23.613982,21.566040,27.994444,20.986111,23.666667,20.828968,22.573497,51.853982,19.133609,18.130000,19.904167,27.903835,24.855556,50.171318,15.171318,8.416667,26.298485,18.015226,18.432372,29.654762,20.753846,25.994444,13.020649,30.230741,17.096700,17.756402
71,56.350000,51.755775,53.259057,32.508333,70.491667,35.077778,38.358333,39.225000,42.922222,36.273333,44.291667,34.869286,29.158333,34.683333,42.116667,46.991667,27.072222,48.360358,40.066667,45.141667,32.833333,35.438889,55.311111,29.640868,25.680769,25.762500,58.272222,31.750000,38.888889,52.483532,50.283333,50.083333,27.997222,31.898611,17.725000,31.950000,25.683333,43.716667,27.855556,28.352083,23.975000,31.887319,33.018204,64.947222,28.305000,57.885606,45.868939,42.655047,23.166667,42.638889,53.466667,23.916667,42.625000,28.283333,42.908333,41.283333,46.391667,47.400724,57.571283,42.977381,16.491667,20.766667,37.622222,51.908333,26.654545,27.369444,30.844444,38.413889,44.703986,40.600724,0.000000,15.525000,48.583333,31.367390,32.360039,26.555556,27.897222,46.603986,30.029167,34.494444,51.820765,36.100000,38.125000,62.095635,13.205556,52.330556,32.358333,32.050000,13.762500,37.108333,11.863889,41.980556,33.733333,50.020765,40.858333,43.558333,16.841667,41.358333,75.076389,42.840000,46.450000,31.691667,inf,inf,inf,23.636111,35.449171,41.972222,59.591667,inf,53.145833,34.566667,31.075000,31.870833,35.994444,34.927025,31.916667,57.368750,43.356069,42.145652,38.238889,47.860714,24.308333,35.272222,35.181014,38.516667,41.975000,36.991667,39.991667,38.750000,34.733333,31.301389,25.868056,33.400000,37.650000,49.984057,36.556641,39.022581,45.303460,40.186653,39.212592,38.526258,40.786582,29.801667,34.816667,40.132353,44.477996,28.777381,32.722222,30.534722,30.823280,32.437432,45.091667,45.079167,26.243056,60.955556,36.077778,36.130556,40.459314,37.911111,42.131735,39.230780,42.113506,38.875000,22.363889,30.369431,43.950000,39.395332,42.837432,38.845874,46.150000,43.394444,40.529167,47.716667,40.333333,62.458333,16.233333,17.166667,32.325000,37.138889,29.095635,46.600000,48.800000,59.691389,47.433333,40.561667,61.566667,12.661111,19.765278,28.327778,47.516667,38.033333,40.087667,36.634057,29.850000,39.066667,36.777381,22.316667,inf,43.458333,31.747222,37.600000,43.113889,81.941667,43.573333,52.376389,46.317025,42.541667,27.775000,34.031944,33.891667,48.335606,48.077025,43.316667,36.944048,31.516667,27.833333,40.544048,40.377381,46.391667,35.911111,33.216667,38.000724,34.948611,27.076190,31.783333,36.750000,35.608333,33.300000,45.535000,29.845370,31.569444,35.991667,37.303717,43.870652,35.851667,39.538333,32.902243,35.872094,50.802764,41.450000,51.009057,41.680376,39.635586,60.778704,42.002068,38.002273,44.907534,37.058375,48.103986,54.538333,43.070833,48.046261,48.960714,32.143182,26.461111,20.427778,33.605556,56.341667,36.416667,30.258333,39.314308,37.442290
72,41.244444,42.311386,45.302381,16.983333,54.966667,24.436111,22.833333,23.700000,29.475000,20.748333,28.766667,19.344286,13.633333,24.041667,31.371354,36.913333,16.103021,39.526111,30.954688,40.344048,31.758333,33.108333,42.408333,34.599201,10.155769,28.887302,45.800000,23.598333,27.883333,43.039143,38.427068,39.821354,12.472222,16.560000,22.858333,19.188021,19.861111,37.894444,15.877778,12.827083,28.933333,34.778333,32.466270,49.422222,12.780000,49.507500,37.869048,30.463333,9.054688,30.744943,42.875000,8.391667,27.100000,12.758333,36.058333,31.544688,36.992500,40.475000,45.612500,27.452381,20.545833,18.719444,25.150000,39.146667,11.129545,11.844444,29.943333,22.888889,35.683333,26.443333,5.133333,0.000000,37.838021,31.766667,31.269048,19.038333,28.208333,42.300000,15.334444,19.616667,45.131667,30.277778,22.600000,46.570635,18.338889,43.192613,16.833333,16.525000,18.895833,21.583333,9.533333,31.235243,22.988021,36.383333,25.333333,31.825000,1.316667,32.993576,66.500000,27.315000,37.338021,26.388889,inf,inf,inf,13.558333,20.754449,29.994444,44.066667,inf,38.451111,19.296667,15.550000,16.345833,25.352778,33.350000,32.000000,41.843750,27.833333,37.475000,27.493576,32.335714,24.772222,24.608333,19.656014,36.316667,33.213333,36.080000,24.466667,29.202037,32.955000,21.857000,21.445635,24.288021,26.904688,42.458333,21.800000,24.479167,35.859071,29.150000,27.994937,30.366667,33.173693,14.276667,19.427778,26.170370,39.424359,13.252381,33.473611,28.000000,35.781613,35.216667,36.330000,43.139103,21.166667,45.430556,26.575000,20.605556,35.642137,28.408333,29.509534,24.241026,30.500000,23.350000,20.033333,35.327764,33.204687,30.516667,40.991667,24.151152,35.404688,42.493333,29.783854,33.766667,32.181667,46.933333,10.411111,22.300000,16.800000,24.666667,13.570635,39.213021,33.275000,48.516667,39.281667,25.036667,46.041667,17.794444,12.240476,18.704687,39.768704,27.288021,24.562667,31.169048,14.325000,28.799603,21.252381,16.494444,inf,42.746667,29.416667,22.075000,33.985714,66.416667,28.048333,44.508333,31.773611,27.016667,12.250000,28.750000,18.366667,32.985714,35.533333,32.675000,21.419048,15.991667,12.308333,25.019048,24.852381,38.180000,25.269444,27.394444,24.200000,20.405769,18.642857,19.475000,24.616667,21.091667,25.469681,30.295265,14.320370,16.044444,20.466667,21.778717,32.250000,30.931337,24.013333,31.158333,31.133333,43.467778,41.296667,39.983333,38.605556,39.183333,45.253704,26.477068,32.444444,36.100000,21.533375,43.800000,39.013333,29.333333,34.860000,41.533333,16.618182,15.713021,21.429894,26.088333,43.426111,20.891667,14.733333,26.875000,28.166667
73,58.400000,51.943553,44.016667,36.726603,68.997187,44.716667,31.119697,31.405914,26.738889,29.216667,55.372222,42.614286,40.641667,44.322222,25.933333,31.666667,36.000000,41.633333,25.516667,43.658333,50.340278,50.938889,64.950000,40.079661,35.966667,46.856667,53.850000,21.350000,48.323611,52.671310,42.989247,34.383333,35.722222,37.200000,49.033333,32.741667,35.350000,40.072222,42.625833,36.066667,36.640625,32.850000,33.269604,59.300000,36.050000,40.433333,40.183333,36.165925,35.568519,30.850358,36.050000,33.600000,21.250000,37.966667,46.716667,17.583333,35.352581,40.000000,43.972581,31.083333,35.765000,32.158333,33.200000,29.866667,34.910000,29.000000,47.666667,39.015126,34.116667,21.283333,49.383333,46.541667,0.000000,30.238889,34.596288,38.300000,39.545833,40.816667,36.400000,28.012500,42.883333,26.900000,26.533333,69.530303,40.373333,40.705556,39.086111,39.914583,34.856667,41.213043,48.609167,13.516667,17.550000,40.300000,27.721429,36.586667,33.137500,27.555556,81.093691,40.453363,31.900000,33.477778,inf,inf,inf,35.850000,33.263333,45.634722,63.189247,inf,58.903363,29.616667,39.522634,36.258333,45.633333,40.833556,50.566667,53.689247,36.838889,43.108333,22.055556,36.033333,42.575000,35.266667,41.644444,35.470000,38.833333,41.700000,29.983333,32.438889,30.706667,31.489167,44.350000,18.850000,21.466667,44.181667,34.538095,22.839247,44.016667,32.817416,30.947187,34.117761,36.379110,39.566667,34.883333,34.383333,35.133333,37.713889,52.633333,41.516667,39.908333,39.133333,41.950000,53.088409,41.487500,66.993855,29.836667,42.168855,39.804167,30.020000,33.587774,30.383333,33.032979,37.943691,48.112500,41.266667,27.766667,38.066667,41.616667,32.283333,26.566667,60.216667,24.345833,43.996667,29.933333,65.922581,36.400000,43.408333,25.333333,39.116667,36.530303,33.775000,33.850000,50.483333,37.033333,40.487500,57.379167,36.911111,25.466667,43.858081,39.005556,21.850000,33.096000,35.505556,39.533333,28.666667,24.950000,36.566667,inf,40.333333,50.416667,30.608333,31.488889,81.010357,36.516667,63.666667,30.133692,28.970833,40.833333,45.306944,41.450000,32.583333,38.213636,52.955556,25.116667,27.329167,27.683333,28.650000,28.483333,44.533333,45.550000,42.333333,28.116667,30.966667,34.533333,35.839744,44.662500,37.066667,33.329083,37.361354,37.233333,33.200000,35.336229,38.052564,37.491667,31.734670,24.816667,37.870291,36.039128,45.847581,42.269444,30.200000,29.933333,37.266667,68.166667,33.266667,39.413333,40.683333,41.025000,40.591667,62.283333,26.887500,29.700000,43.234524,30.550000,30.050000,36.416667,35.583333,47.277778,27.241667,40.008333,32.683333,32.043046
74,41.261111,43.335237,21.891667,18.088889,49.308135,36.712907,13.605882,20.873148,20.438889,21.350000,40.405556,23.151796,21.875000,36.318463,19.633333,23.400000,24.438889,21.366667,17.583333,23.705556,40.026628,41.304406,42.750000,11.198851,28.681667,36.972222,51.065517,11.518463,38.009962,44.062993,22.883333,24.518056,24.838889,32.105556,29.216667,26.441667,28.716667,25.041667,32.312184,28.135129,7.435556,9.569811,11.364286,52.766667,24.758889,29.875000,22.294444,23.418452,30.088889,21.654762,22.100000,27.533333,21.583333,28.035129,37.082184,16.916667,26.263333,16.033333,34.883333,17.869048,33.638889,31.491667,30.415517,29.200000,19.566667,24.954167,38.166667,28.600608,21.550000,9.233333,43.501796,38.856667,25.319444,0.000000,5.366667,30.366667,28.583333,19.902778,20.765448,23.483333,31.706504,19.744444,16.933333,60.705556,39.706667,32.772222,19.533333,20.313889,34.190000,22.975000,38.295517,17.916667,11.250000,18.816667,20.176389,22.869444,24.525000,19.633333,64.352083,26.486089,23.966667,23.508333,inf,inf,inf,29.141667,20.011371,35.321073,52.308333,inf,40.873810,23.300000,22.734539,25.366317,37.629574,14.024675,41.065517,44.600000,15.666667,14.366667,15.755556,25.875000,34.641667,25.632184,27.236538,17.104167,12.826190,15.692857,12.266667,24.416667,20.875129,22.880851,32.222222,10.916667,15.166667,18.616667,15.560753,13.750000,35.950000,12.233333,11.258135,19.646507,21.310316,22.192857,21.555782,17.866667,13.110606,22.732922,42.998851,33.583333,13.020351,12.323171,15.942857,44.480093,31.173851,47.825000,18.602778,26.720833,17.943939,16.302778,21.556667,17.529167,21.047894,21.202083,31.916667,11.908133,15.241667,8.027941,22.723171,18.085632,23.666667,50.716667,18.045833,20.050000,20.101796,49.633333,33.500000,35.475000,13.973148,29.932184,27.705556,15.766667,19.616667,31.521957,24.850000,23.293750,47.065517,36.244444,24.800000,35.033333,31.083333,15.550000,16.425000,5.266667,29.441667,13.508333,17.016667,26.444444,inf,19.305556,42.483333,19.248148,23.555556,64.268750,26.350000,47.560753,21.044444,14.816667,20.308333,34.993295,22.425000,18.890000,19.154545,40.980556,17.183333,17.015517,22.450000,20.783333,20.616667,16.188889,37.546241,34.466667,6.633333,14.178571,28.702778,20.663222,35.162500,27.566667,13.869182,22.449593,27.552083,16.838889,14.123810,23.074314,20.083333,10.554472,15.145181,13.242535,16.618354,24.666667,13.488889,19.641667,16.166667,17.980556,49.740476,26.769697,14.427778,19.084524,21.741667,21.233333,45.716667,17.133333,17.650000,20.716667,25.866667,23.000000,34.013889,27.650000,27.343939,11.972222,23.183333,9.880290,7.135129
75,47.298644,42.075579,21.416667,21.213218,48.868569,35.976827,19.456418,17.966667,24.332382,20.512526,43.529885,22.415716,26.766667,35.582382,24.419882,28.697222,28.866667,25.541667,22.369882,27.083333,38.766970,40.044748,37.383333,9.939193,28.823559,39.249049,49.805859,10.782382,36.750304,42.803336,23.725000,27.950000,28.418750,31.982382,35.254200,30.624049,29.258091,29.632382,31.052526,26.602083,8.359174,12.514781,8.438651,53.537556,25.317677,33.812222,21.795556,19.956754,29.633333,17.033333,28.137533,22.166667,27.620866,26.533333,35.822526,20.315716,31.560556,22.070866,39.958170,23.906581,37.675000,34.890716,29.155859,31.165716,25.150000,25.580000,37.856785,23.442593,22.398485,15.080556,41.816536,43.138651,30.886549,6.037533,0.000000,29.430859,27.972526,17.238889,20.061875,21.753647,32.315716,23.525869,21.504545,62.012556,42.137840,37.558771,24.830556,23.694839,36.621173,24.427778,37.035859,23.763889,16.036549,20.855556,23.553811,24.042535,27.261111,24.930556,64.416967,22.502273,28.753216,28.099049,inf,inf,inf,31.568750,21.513964,34.061415,57.200000,inf,40.952273,24.900000,26.474595,27.140428,36.893494,18.311202,39.805859,49.897222,14.548485,18.596667,20.542105,28.843395,37.664193,24.372526,24.609524,15.775000,18.863723,21.375840,17.563889,25.015716,20.139049,21.621193,33.460062,15.703216,17.891642,24.654200,17.319572,19.047222,35.623264,13.004222,10.818569,14.356284,16.819300,26.580000,18.818254,21.373559,19.148139,24.541821,41.739193,36.605859,8.206785,16.037760,21.980390,43.220435,29.914193,46.750000,15.642535,26.591954,17.743651,17.475869,17.379262,16.773653,16.355856,21.266967,36.539193,12.756318,20.455318,13.235979,19.120000,18.876432,27.249049,50.406785,21.632382,22.033333,19.365716,54.930556,38.797222,38.497526,19.075840,28.672526,32.133333,21.804200,24.913889,30.568395,19.483333,24.062397,45.805859,39.643494,28.199049,37.354222,35.582382,20.336549,21.722222,10.563889,28.100000,18.099049,21.803216,27.617535,inf,25.343089,41.239193,24.350840,28.342105,64.333634,27.812526,49.319572,16.316667,20.113889,24.828972,33.733637,27.738194,23.431481,24.404167,44.215716,21.969882,15.755859,27.747222,20.438651,25.403216,22.226422,36.810160,36.885478,11.930556,17.918627,25.742535,19.386905,36.025716,33.604200,15.733969,19.457101,29.960294,19.581301,17.411569,23.391667,18.965152,6.422092,11.211659,7.875869,11.251688,19.300000,19.526422,25.679200,20.396667,19.726829,53.028235,21.403030,13.928889,24.051688,27.779200,18.738889,50.332382,22.430556,23.497222,26.013889,25.642535,27.093556,35.028647,32.436549,27.582284,16.400000,26.596010,8.926729,6.399049
76,48.650000,33.671053,41.041667,30.528571,66.983333,20.327778,30.656579,35.005914,22.200000,13.473333,19.316667,35.318750,35.908333,19.933333,29.533333,26.475000,23.925000,40.000000,22.175000,38.140000,29.375000,24.388889,34.466667,31.311701,33.420000,33.763889,31.716667,16.323333,12.333333,34.398810,45.506667,37.983333,32.627778,34.255128,19.395833,20.922222,19.316667,29.537377,17.750000,25.833333,25.645833,33.558152,34.689037,55.525000,35.870417,46.383333,35.300000,37.583333,29.575000,34.450358,35.600000,28.008333,30.750000,29.133333,20.166667,25.856667,34.458333,41.000000,47.572581,24.883333,21.493561,22.470833,11.066667,32.658333,34.233333,36.383333,27.000000,39.368885,37.716667,26.516667,25.406667,25.152381,36.000000,33.038224,33.304167,0.000000,12.619697,36.750000,33.500000,23.961111,37.856667,24.166667,28.546212,59.400000,27.058333,34.552280,31.300000,34.833854,29.200000,33.600000,28.637500,29.397222,21.150000,42.919167,19.733333,20.400000,26.469048,20.841667,66.129167,37.393299,28.083333,20.277778,inf,inf,inf,20.600000,33.731823,26.300000,48.450000,inf,48.425000,29.667241,34.166667,33.630303,21.244444,26.566667,14.700000,50.616667,33.650000,35.200000,25.655556,27.456667,13.508333,8.716667,35.258333,34.406667,35.266667,38.133333,33.650877,21.927037,14.216667,13.216667,27.666667,20.816667,23.432593,44.833333,29.116667,26.439247,27.218738,29.683333,33.037500,40.197091,39.979110,34.667857,22.883333,29.625926,38.733333,29.833333,18.283333,12.450000,32.494113,31.835333,38.383333,34.815909,17.295833,43.833333,17.850000,36.600000,37.100000,15.550000,35.326200,32.407720,38.189769,31.266667,28.608333,32.040264,31.366667,32.470833,41.333333,28.600000,30.016667,39.550000,25.040000,48.772222,24.906667,61.400000,23.525000,14.341667,29.248333,10.583333,26.400000,36.656667,37.198333,41.606667,32.006667,33.975000,38.766667,27.389583,26.795455,33.727778,27.050000,25.450000,28.759259,33.204167,27.711111,23.640000,20.683333,10.383333,inf,42.811111,12.116667,32.100000,27.044247,74.333333,20.116667,43.429167,33.733692,30.940000,29.750000,23.933333,35.908333,36.183333,35.666667,28.566667,20.850000,8.716667,27.520833,19.058333,22.283333,43.841667,21.161111,15.533333,30.735833,29.616667,19.717778,26.694444,31.195833,23.600000,31.286347,35.325000,35.553704,30.107292,26.283333,36.052647,38.066667,36.495873,36.265050,34.573076,37.542927,44.873333,43.120833,43.906667,37.000000,35.506078,57.048718,38.625000,38.261111,39.866667,32.966667,38.250000,49.616667,30.487500,29.961538,40.266667,27.605128,19.783333,31.983333,7.050000,42.873333,23.441667,32.383333,34.450000,31.400000
77,51.958333,39.196053,48.184057,29.605556,73.683333,31.344444,34.542690,36.516667,33.216667,24.490000,30.333333,38.510417,32.900000,30.950000,38.708333,37.491667,22.722500,43.285358,33.191667,40.066667,27.941667,35.405556,45.483333,24.565868,25.380000,32.383333,42.733333,27.340000,23.350000,39.923810,45.208333,45.773430,30.255556,30.283333,12.650000,14.722222,21.907222,35.062377,19.991667,32.093750,18.900000,26.812319,27.943204,50.877778,32.046667,52.810606,40.793939,37.580047,28.321354,37.563889,46.616667,27.658333,39.916667,32.025000,29.833333,26.183333,40.941667,42.325724,52.496283,30.671856,15.625000,23.816667,22.083333,38.466667,30.396212,31.111111,38.016667,41.499099,39.628986,35.525724,24.400000,19.266667,45.175000,26.292390,27.285039,11.016667,0.000000,41.528986,34.283929,21.588889,46.745765,32.133333,32.432323,65.580303,25.866667,36.133333,34.491667,35.455000,20.383333,40.300000,28.100000,35.753205,30.325000,44.666667,30.750000,31.416667,20.583333,31.858333,77.145833,42.290741,39.100000,26.616667,inf,inf,inf,31.616667,36.625000,34.108333,59.466667,inf,53.950000,28.244444,34.816667,33.480303,32.261111,29.852025,25.716667,57.866667,38.281069,37.070652,34.830556,38.473333,24.525000,19.733333,35.108333,33.441667,36.900000,31.916667,30.272222,32.943704,25.233333,18.741667,32.488889,29.991667,34.241667,44.672222,35.925641,35.614247,32.743738,38.083333,36.059942,33.451258,35.711582,33.543333,28.683333,35.425926,39.402996,29.683333,28.261111,23.466667,25.748280,27.362432,40.016667,40.340909,28.312500,54.850000,28.866667,38.072222,35.384314,26.566667,39.157275,38.983333,37.038506,37.355556,30.625000,25.294431,39.325000,30.383333,37.762432,35.518056,41.033333,50.566667,36.056667,41.858333,35.923333,64.591667,12.825000,25.358333,29.616667,21.600000,32.580303,41.525000,39.080556,47.131667,43.023333,42.869444,49.783333,32.252778,21.516667,37.971354,37.997807,34.625000,34.559259,31.116667,33.591667,34.656667,31.700000,18.350000,inf,38.383333,23.133333,34.891667,32.569247,80.422222,31.133333,54.445833,42.000000,32.822222,31.516667,17.950000,35.758333,42.108333,43.002025,39.583333,30.114814,19.733333,27.370833,28.238523,28.071856,41.316667,32.177778,9.550000,32.483333,33.411111,7.150000,32.934722,38.445833,30.850000,37.560417,39.030556,33.587037,29.957292,35.033333,36.150000,38.795652,30.776667,35.245483,27.827243,30.797094,45.727764,36.375000,45.788889,36.605376,34.560586,62.573718,38.722222,32.927273,39.832534,39.846991,37.950000,58.280000,35.138889,35.486538,43.885714,23.633333,19.633333,32.466667,18.066667,51.266667,27.327778,34.000000,34.239308,32.367290
78,56.933333,51.910219,22.116667,35.859583,62.150000,44.058730,22.283333,29.583333,26.705556,29.183333,44.483333,30.497619,34.443567,43.664286,25.900000,31.633333,38.743056,13.850000,25.483333,15.466667,50.306944,50.905556,57.054167,29.610026,34.835556,47.566667,60.216667,21.316667,48.290278,52.637976,37.700000,16.283333,35.021429,36.400000,50.016667,32.708333,35.316667,40.038889,42.592500,39.061111,28.030007,25.083333,28.109484,59.266667,23.933333,33.758333,16.533333,35.698900,39.693519,30.383333,26.200000,36.533333,29.766667,39.911111,46.683333,26.073333,34.183333,31.600000,43.939247,15.166667,35.950000,40.648333,39.566667,37.816667,33.776667,35.462121,47.633333,36.350000,15.625000,24.087500,53.300000,51.316667,32.366667,20.800000,19.670833,38.266667,39.512500,0.000000,34.750188,35.254167,28.041667,23.891667,26.500000,73.527273,48.216667,40.672222,30.768116,30.866667,43.346667,36.281405,48.575833,25.763889,17.516667,22.033333,27.688095,35.236111,36.460000,27.522222,76.148625,34.550418,31.866667,38.633333,inf,inf,inf,43.351667,32.324697,45.601389,63.155914,inf,53.000418,34.562500,34.926543,33.744961,44.975397,29.436049,50.100000,53.655914,22.869444,27.633333,22.022222,36.000000,42.541667,35.233333,33.315385,11.250000,28.652778,31.519444,24.037500,32.405556,30.673333,31.455833,42.200000,18.816667,21.433333,20.108333,31.465686,22.805914,43.510000,26.537500,29.587500,34.027117,35.912085,30.422043,31.531982,28.593030,26.075000,32.273569,52.600000,41.483333,27.877618,31.954167,29.129167,53.055076,41.454167,57.166667,29.803333,36.972684,22.516667,28.669444,28.766667,23.708333,33.480584,32.998625,48.079167,32.427151,24.329167,18.837500,14.850000,30.225709,29.933333,60.183333,24.312500,19.050000,29.900000,60.868116,44.890000,42.000000,28.277315,39.083333,40.947778,5.583333,17.275000,33.908333,20.366667,36.225112,57.345833,45.401111,33.956667,42.200000,33.783333,21.816667,27.559671,19.570833,40.338889,28.633333,24.916667,36.533333,inf,30.916667,50.383333,33.552315,31.455556,76.065292,36.483333,56.991667,30.100358,11.016667,29.502941,45.273611,31.695679,22.700000,17.516667,51.533333,25.083333,27.295833,32.116667,28.616667,28.450000,22.750000,44.892063,42.300000,20.937500,34.978571,31.933333,33.341358,44.629167,37.033333,24.733333,34.466667,31.450160,29.933333,29.655278,34.082167,21.166667,26.092925,30.882492,27.546702,30.922521,27.450000,22.072222,23.525000,29.433333,23.350000,62.383494,32.083333,22.883333,10.383333,31.083333,1.500000,50.166667,13.333333,32.504167,28.316667,36.796296,36.752778,44.196429,35.550000,27.133333,26.276389,31.943939,26.179167,26.069882
